,sample_id,posneg,testcontrol,NCT_num,PMID,F03_pmid_aggmax,F01_authors_authtree,F16_titleabs_propoccurance,F13_titleabs_tsimunw_tms,F13_titleabs_tsimunw_scr,F13_titleabs_tsimw_tms,F13_titleabs_tsimw_scr,F24_mesh_meshsim,F31_authors_authtree,F30_abstract_occurance,FTA_ta_allcaps_mismatch,F25_mesh_meshsim,F33_grants_occurance,F29_grants_occurance,F15_titleabs_propoccurance,F02_titleabs_allcaps,F13_chemicals_reverseoccur,F27_abstract_occurance,F30_cn_occurance,F09_titleabs_occurance,F10_titleabs_occurance,F36_authors_authtree,startdate_lift,start_diff_lt5,start_diff_cast,authcomp,agginvint,prob,Trial Results,NCT Link,rank,keep
NCT03745053:26100584,0,0,0,NCT03745053,26100584,0.21963305911017436,0.0,-0.5,175,3154.28626,320,5819.78057,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.25,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.02117674842901689,no,no,3144,0
NCT03745053:25639945,0,0,0,NCT03745053,25639945,0.09689158751116735,0.0,-0.5,217,3717.90909,382,6660.56318,0.285332373297017,,-0.5,1,1.1,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.021174555042470712,no,no,3145,0
NCT03745053:27084293,0,0,0,NCT03745053,27084293,0.09689158751116735,0.0,-0.5,218,3746.6214,387,6735.47979,0.285332373297017,,-0.5,1,1.0769230769230769,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.02116252758849566,no,no,3146,0
NCT03745053:27173861,0,0,0,NCT03745053,27173861,0.2465610049186281,0.0,-0.5,192,3397.75183,347,6223.84493,0.285332373297017,,-0.5,1,1.1428571428571428,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.2465610049186281,0.021157054781599457,no,no,3147,0
NCT03745053:29081979,0,0,0,NCT03745053,29081979,0.14455864030802415,0.0,-0.5,150,2697.51296,280,5115.88987,0.285332373297017,,-0.5,1,0.506728134364736,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.02114813840907341,no,no,3148,0
NCT03745053:27418609,0,0,0,NCT03745053,27418609,0.09689158751116735,0.0,-0.5,224,3824.01678,388,6776.69165,0.285332373297017,,-0.5,1,1.0625,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.021127494296950305,no,no,3149,0
NCT03745053:29588689,0,0,0,NCT03745053,29588689,0.14455864030802415,0.0,-0.5,142,2753.67288,260,5111.52213,0.285332373297017,,-0.5,1,0.506728134364736,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.021126720405813988,no,no,3150,0
NCT03745053:26331577,0,0,0,NCT03745053,26331577,0.2465610049186281,0.0,-0.5,210,3618.77965,370,6498.05467,0.285332373297017,,-0.5,1,1.0588235294117647,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.2465610049186281,0.02112020381189781,no,no,3151,0
NCT03745053:31511862,0,0,0,NCT03745053,31511862,0.14455864030802415,0.0,-0.5,189,3405.89408,339,6190.93587,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,-0.5,0.5,,0.235266203703704,1,0,0.0,0.236849605005533,0.021111943895801136,no,no,3152,0
NCT03745053:30196029,0,0,0,NCT03745053,30196029,0.19488532604084127,0.0,-0.5,201,3526.10862,359,6379.50746,0.285332373297017,,-0.5,1,1.0769230769230769,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0791550925925926,1,0,0.0,0.236849605005533,0.02110638513471977,no,no,3153,0
NCT03745053:21330238,0,0,0,NCT03745053,21330238,0.09689158751116735,0.0,-0.5,213,3697.57363,379,6675.24316,0.285332373297017,,-0.5,1,1.0909090909090908,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.021097095144266737,no,no,3154,0
NCT03745053:28641840,0,0,0,NCT03745053,28641840,0.09689158751116735,0.0,-0.5,151,2747.65975,274,5034.75911,0.285332373297017,,-0.5,1,1.0588235294117647,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.021069001815489426,no,no,3155,0
NCT03745053:31306367,0,0,0,NCT03745053,31306367,0.09689158751116735,0.0,-0.5,66,1233.39839,129,2476.64086,0.285332373297017,,-0.5,1,1.0769230769230769,0,0.0,0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0791550925925926,1,0,0.0,0.236849605005533,0.02105433329658034,no,no,3156,0
NCT03745053:20129551,0,0,0,NCT03745053,20129551,0.09689158751116735,0.0,-0.5,222,3784.02808,386,6731.21535,0.285332373297017,,-0.5,1,1.0714285714285714,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.021051445203619124,no,no,3157,0
NCT03745053:27721215,0,0,0,NCT03745053,27721215,0.09689158751116735,0.0,-0.5,118,2279.57974,192,3923.06966,0.285332373297017,,-0.5,1,1.0769230769230769,0,0.0,-0.5,0,0.25,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.021036635304871862,no,no,3158,0
NCT03745053:27036919,0,0,0,NCT03745053,27036919,0.09689158751116735,0.0,-0.5,140,2607.88108,259,4885.71967,0.285332373297017,,-0.5,1,1.1,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.021015325884628656,no,no,3159,0
NCT03745053:7982421,0,0,0,NCT03745053,7982421,0.34012864056971215,0.0,-0.5,185,3223.41064,329,5858.89466,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.34012864056971215,0.021015038205678915,no,no,3160,0
NCT03745053:19112782,0,0,0,NCT03745053,19112782,0.09689158751116735,0.0,-0.5,218,3753.13019,379,6676.39166,0.285332373297017,,-0.5,1,1.0833333333333333,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.02097873206785831,no,no,3161,0
NCT03745053:22334317,0,0,0,NCT03745053,22334317,0.09689158751116735,0.0,-0.5,219,3768.93747,385,6745.2382,0.285332373297017,,-0.5,1,1.0625,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.020973876618955598,no,no,3162,0
NCT03745053:20133387,0,0,0,NCT03745053,20133387,0.14455864030802415,0.0,-0.5,123,1939.20988,220,3480.4029,0.285332373297017,,-0.5,0,0.0,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.020966002677620728,no,no,3163,0
NCT03745053:20542800,0,0,0,NCT03745053,20542800,0.09689158751116735,0.0,-0.5,216,3709.39902,377,6616.64569,0.285332373297017,,-0.5,1,1.1,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.020959899342229624,no,no,3164,0
NCT03745053:18430909,0,0,0,NCT03745053,18430909,0.09689158751116735,0.0,-0.5,192,3446.70646,350,6319.78864,0.285332373297017,,-0.5,1,1.0714285714285714,0,0.0,0.5,0,0.25,-0.5,-0.5,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.020954319215708308,no,no,3165,0
NCT03745053:19286089,0,0,0,NCT03745053,19286089,0.09689158751116735,0.0,-0.5,214,3701.04251,372,6582.841,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.3333333333333333,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.02093080564997016,no,no,3166,0
NCT03745053:31460693,0,0,0,NCT03745053,31460693,0.14455864030802415,0.0,-0.5,225,3813.4795,396,6828.19595,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,-0.5,0.5,,0.0791550925925926,1,0,0.0,0.236849605005533,0.02090618195842012,no,no,3167,0
NCT03745053:26268440,0,0,0,NCT03745053,26268440,0.14455864030802415,0.0,-0.5,158,2910.07439,284,5338.36735,0.285332373297017,,-0.5,1,1.0666666666666667,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.02090308679393297,no,no,3168,0
NCT03745053:27059683,0,0,0,NCT03745053,27059683,0.19488532604084127,0.0,-0.5,215,3703.93056,385,6706.54157,0.285332373297017,,-0.5,1,1.0666666666666667,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.020853874727306904,no,no,3169,0
NCT03745053:29356269,0,0,0,NCT03745053,29356269,0.21963305911017436,0.0,-0.5,211,3651.33143,373,6563.05117,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.3333333333333333,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.020834906620116764,no,no,3170,0
NCT03745053:24315045,0,0,0,NCT03745053,24315045,0.09689158751116735,0.0,-0.5,214,3726.84441,376,6664.93265000001,0.285332373297017,,-0.5,1,1.0769230769230769,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.020818943751013515,no,no,3171,0
NCT03745053:19577985,0,0,0,NCT03745053,19577985,0.09689158751116735,0.0,-0.5,218,3706.67108,389,6695.74508,0.285332373297017,,-0.5,1,1.0666666666666667,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.02080169127145268,no,no,3172,0
NCT03745053:17394956,0,0,0,NCT03745053,17394956,0.09689158751116735,0.0,-0.5,196,3526.12515,350,6377.37002,0.285332373297017,,-0.5,1,0.0,0,0.0,0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.020791210161828468,no,no,3173,0
NCT03745053:25480991,0,0,0,NCT03745053,25480991,0.09689158751116735,0.0,-0.5,207,3622.69462,369,6551.97542,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.3333333333333333,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.020781422751136293,no,no,3174,0
NCT03745053:18371469,0,0,0,NCT03745053,18371469,0.14455864030802415,0.0,-0.5,133,2730.35413,240,4996.96689,0.285332373297017,,-0.5,1,0.0,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.02078121794704303,no,no,3175,0
NCT03745053:21272743,0,0,0,NCT03745053,21272743,0.09689158751116735,0.0,-0.5,197,3476.64692,359,6372.74822,0.285332373297017,,-0.5,1,0.0,0,0.0,0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.020768921365430466,no,no,3176,0
NCT03745053:22668554,0,0,0,NCT03745053,22668554,0.21963305911017436,0.0,-0.5,134,2642.67526,240,4803.78738,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.3333333333333333,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.020753083243794972,no,no,3177,0
NCT03745053:23685299,0,0,0,NCT03745053,23685299,0.14455864030802415,0.0,-0.5,188,3333.20482,343,6128.48733,0.285332373297017,,-0.5,0,1.0714285714285714,0,0.0,-0.5,0,0.123653040492693,-0.5,-0.5,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.0207368864415711,no,no,3178,0
NCT03745053:22975439,0,0,0,NCT03745053,22975439,0.14455864030802415,0.0,-0.5,151,2735.5028,278,5104.06753,0.285332373297017,,-0.5,1,1.125,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.020716021775419046,no,no,3179,0
NCT03745053:27056124,0,0,0,NCT03745053,27056124,0.113399791440818,0.0,-0.5,182,3214.96137,330,5936.3734,0.285332373297017,,-0.5,0,0.0,0,-0.5,-0.5,0,0.123653040492693,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.0206944296401711,no,no,3180,0
NCT03745053:24013532,0,0,0,NCT03745053,24013532,0.21963305911017436,0.0,-0.5,147,2682.84952,256,4799.86547,0.285332373297017,,-0.5,0,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.020681523962941074,no,no,3181,0
NCT03745053:24948549,0,0,0,NCT03745053,24948549,0.09689158751116735,0.0,-0.5,150,2761.36134,251,4794.74315,0.285332373297017,,-0.5,0,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.020656950359401946,no,no,3182,0
NCT03745053:22207230,0,0,0,NCT03745053,22207230,0.21963305911017436,0.0,-0.5,209,3668.51861,371,6609.73729000001,0.285332373297017,,-0.5,1,1.0833333333333333,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.02065672501959477,no,no,3183,0
NCT03745053:17959622,0,0,0,NCT03745053,17959622,0.14455864030802415,0.0,-0.5,156,808.74563,282,1497.59841,0.285332373297017,,0.0,1,0.0,0,0.0,-0.5,0,0.123653040492693,0.0,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.020650706623601866,no,no,3184,0
NCT03745053:18682662,0,0,0,NCT03745053,18682662,0.09689158751116735,0.0,-0.5,213,3665.24811,382,6646.56834,0.285332373297017,,-0.5,1,1.0714285714285714,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.020641963602090578,no,no,3185,0
NCT03745053:18992650,0,0,0,NCT03745053,18992650,0.09689158751116735,0.0,-0.5,163,2931.08847,277,5153.98132,0.285332373297017,,-0.5,1,1.1,0,0.0,-0.5,0,0.125,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.02062541772679808,no,no,3186,0
NCT03745053:21518674,0,0,0,NCT03745053,21518674,0.14455864030802415,0.0,-0.5,162,2936.11977,280,5241.9702,0.285332373297017,,-0.5,1,1.0769230769230769,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.02060440582845784,no,no,3187,0
NCT03745053:30694800,0,0,0,NCT03745053,30694800,0.14455864030802415,0.0,-0.5,219,3765.56051,388,6765.40401,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,-0.5,0.5,,0.0791550925925926,1,0,0.0,0.236849605005533,0.020603728949846623,no,no,3188,0
NCT03745053:22222382,0,0,0,NCT03745053,22222382,0.09689158751116735,0.0,-0.5,215,3718.39081,379,6663.16444,0.285332373297017,,-0.5,1,1.0625,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.020578160099946605,no,no,3189,0
NCT03745053:17481749,0,0,0,NCT03745053,17481749,0.113399791440818,0.0,-0.5,175,3267.50881,313,5909.73506,0.285332373297017,,-0.5,0,0.0,0,-0.5,-0.5,0,0.123653040492693,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.0205668699182451,no,no,3190,0
NCT03745053:24332419,0,0,0,NCT03745053,24332419,0.09698489007139739,0.0,-0.5,192,3448.87914,344,6250.55118,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.2,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.02056382028692644,no,no,3191,0
NCT03745053:28903139,0,0,0,NCT03745053,28903139,0.14455864030802415,0.0,-0.5,137,2556.40181,264,4941.21571,0.285332373297017,,-0.5,1,0.0,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.020514036923159167,no,no,3192,0
NCT03745053:25230593,0,0,0,NCT03745053,25230593,0.09689158751116735,0.0,-0.5,147,2858.75284,269,5274.49659,0.285332373297017,,-0.5,1,0.0,0,0.0,0.5,0,0.25,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.02051086132399845,no,no,3193,0
NCT03745053:20718905,0,0,0,NCT03745053,20718905,0.14455864030802415,0.0,-0.5,167,2982.78718,283,5240.40626,0.285332373297017,,-0.5,1,1.0714285714285714,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.020509044706478314,no,no,3194,0
NCT03745053:25768244,0,0,0,NCT03745053,25768244,0.09689158751116735,0.0,-0.5,133,2399.84713,249,4553.6641,0.285332373297017,,-0.5,1,1.0454545454545454,0,0.0,0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.02049839853406774,no,no,3195,0
NCT03745053:18688065,0,0,0,NCT03745053,18688065,0.09689158751116735,0.0,-0.5,195,3458.97756,354,6314.67081,0.285332373297017,,-0.5,1,0.0,0,0.0,0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.020490826753420226,no,no,3196,0
NCT03745053:23171800,0,0,0,NCT03745053,23171800,0.09689158751116735,0.0,-0.5,212,3690.66973,379,6670.43079,0.285332373297017,,-0.5,1,1.0526315789473684,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.020455198626749962,no,no,3197,0
NCT03745053:33820424,0,0,0,NCT03745053,33820424,0.14455864030802415,0.0,-0.5,183,3334.97401,328,6041.9489,0.285332373297017,,-0.5,1,0.506728134364736,0,0.0,0.5,0,0.123653040492693,-0.5,-0.5,-0.5,0.5,,0.798333333333333,1,0,0.0,0.236849605005533,0.0204515870778856,no,no,3198,0
NCT03745053:30982549,0,0,0,NCT03745053,30982549,0.14455864030802415,0.0,-0.5,215,3713.42767,385,6731.11735,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,-0.5,0.5,,0.0791550925925926,1,0,0.0,0.236849605005533,0.020440391077668638,no,no,3199,0
NCT03745053:21330239,0,0,0,NCT03745053,21330239,0.09689158751116735,0.0,-0.5,207,3626.68962,365,6501.72331,0.285332373297017,,-0.5,1,1.1,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.02040822046930384,no,no,3200,0
NCT03745053:31780076,0,0,0,NCT03745053,31780076,0.09689158751116735,0.0,-0.5,161,2971.73123,301,5600.48404,0.285332373297017,,-0.5,1,1.0625,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.235266203703704,1,0,0.0,0.236849605005533,0.020394176623490492,no,no,3201,0
NCT03745053:15184828,0,0,0,NCT03745053,15184828,0.09689158751116735,0.0,-0.5,212,3693.47061,359,6468.28090000001,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.3333333333333333,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.02038159083552928,no,no,3202,0
NCT03745053:17903627,0,0,0,NCT03745053,17903627,0.09689158751116735,0.0,-0.5,133,2563.42218,238,4735.61271,0.285332373297017,,-0.5,0,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.020375341805936604,no,no,3203,0
NCT03745053:19112779,0,0,0,NCT03745053,19112779,0.09689158751116735,0.0,-0.5,211,3648.42316,368,6507.34586,0.285332373297017,,-0.5,1,1.0909090909090908,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.020290789103688936,no,no,3204,0
NCT03745053:22535188,0,0,0,NCT03745053,22535188,0.09689158751116735,0.0,-0.5,142,2754.17295,230,4714.19746,0.285332373297017,,-0.5,0,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.02027428181377941,no,no,3205,0
NCT03745053:28557264,0,0,0,NCT03745053,28557264,0.09689158751116735,0.0,-0.5,137,2566.1331,253,4795.38694,0.285332373297017,,-0.5,1,1.0769230769230769,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.020213013271501143,no,no,3206,0
NCT03745053:31124941,0,0,0,NCT03745053,31124941,0.09689158751116735,0.0,-0.5,109,2244.18815,212,4400.6247,0.285332373297017,,-0.5,1,1.0909090909090908,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0791550925925926,1,0,0.0,0.236849605005533,0.020197285402087085,no,no,3207,0
NCT03745053:27497361,0,0,0,NCT03745053,27497361,0.09689158751116735,0.0,-0.5,200,3562.49921,351,6373.08637,0.285332373297017,,-0.5,1,1.125,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.020196921303381507,no,no,3208,0
NCT03745053:20102914,0,0,0,NCT03745053,20102914,0.2760269213551503,0.0,-0.5,161,2844.73249,304,5441.97289,0.285332373297017,,-0.5,1,0.0,0,0.0,0.5,0,0.123653040492693,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.2760269213551503,0.020165694218155443,no,no,3209,0
NCT03745053:32482558,0,0,0,NCT03745053,32482558,0.19488532604084127,0.0,-0.5,140,2560.7752,266,4914.12194,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.798333333333333,1,0,0.0,0.236849605005533,0.020133690100622114,no,no,3210,0
NCT03745053:19378676,0,0,0,NCT03745053,19378676,0.09689158751116735,0.0,-0.5,210,3676.0702,368,6579.51937,0.285332373297017,,-0.5,1,1.0588235294117647,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.02012470547877262,no,no,3211,0
NCT03745053:24755382,0,0,0,NCT03745053,24755382,0.09689158751116735,0.0,-0.5,211,3691.35117,364,6542.83598,0.285332373297017,,-0.5,1,1.0666666666666667,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.02007620851694727,no,no,3212,0
NCT03745053:20047898,0,0,0,NCT03745053,20047898,0.19488532604084127,0.0,-0.5,133,2418.96365,253,4671.31189,0.285332373297017,,-0.5,0,0.0,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.02007337559496574,no,no,3213,0
NCT03745053:17585382,0,0,0,NCT03745053,17585382,0.19488532604084127,0.0,-0.5,212,3668.40003,371,6555.57799,0.285332373297017,,-0.5,1,1.0625,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.020070489224832986,no,no,3214,0
NCT03745053:29277295,0,0,0,NCT03745053,29277295,0.09689158751116735,0.0,-0.5,131,2449.01379,245,4647.83788,0.285332373297017,,-0.5,1,1.1111111111111112,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.020059014516390018,no,no,3215,0
NCT03745053:21700252,0,0,0,NCT03745053,21700252,0.09689158751116735,0.0,-0.5,145,2526.17584,274,4839.77229,0.285332373297017,,-0.5,1,1.0526315789473684,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.020039833077949817,no,no,3216,0
NCT03745053:18394731,0,0,0,NCT03745053,18394731,0.2760269213551503,0.0,-0.5,171,3203.69917,307,5819.63618,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.123653040492693,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.2760269213551503,0.020025944738674306,no,no,3217,0
NCT03745053:27038714,0,0,0,NCT03745053,27038714,0.09689158751116735,0.0,-0.5,187,3399.93462,340,6215.08051,0.285332373297017,,-0.5,1,0.0,0,0.0,0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.020022417155449578,no,no,3218,0
NCT03745053:25583761,0,0,0,NCT03745053,25583761,0.09689158751116735,0.0,-0.5,160,2898.93329,298,5446.95099,0.285332373297017,,-0.5,1,1.0833333333333333,0,0.0,-0.5,0,0.5,-0.5,-0.5,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.020021554881612235,no,no,3219,0
NCT03745053:25572025,0,0,0,NCT03745053,25572025,0.09689158751116735,0.0,-0.5,201,3573.60699,352,6390.05983,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.3333333333333333,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.020014722367255454,no,no,3220,0
NCT03745053:19327417,0,0,0,NCT03745053,19327417,0.09689158751116735,0.0,-0.5,207,3570.22025,365,6414.27826,0.285332373297017,,-0.5,1,1.1,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.019997994464621485,no,no,3221,0
NCT03745053:26005909,0,0,0,NCT03745053,26005909,0.09689158751116735,0.0,-0.5,60,1262.60185,118,2549.09253,0.285332373297017,,-0.5,1,1.0909090909090908,0,0.0,0.5,0,0.0,-0.5,0.0,-0.5,0.5,,0.0,0,0,0.0,0.236849605005533,0.019982024901527156,no,no,3222,0
NCT03745053:21273144,0,0,0,NCT03745053,21273144,0.19488532604084127,0.0,-0.5,201,3536.35368,360,6409.48011,0.285332373297017,,-0.5,1,1.1,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.019975720448084627,no,no,3223,0
NCT03745053:25169589,0,0,0,NCT03745053,25169589,0.09689158751116735,0.0,-0.5,208,3649.64907,369,6572.28252,0.285332373297017,,-0.5,1,1.05,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.019953353065942744,no,no,3224,0
NCT03745053:26403637,0,0,0,NCT03745053,26403637,0.09689158751116735,0.0,-0.5,200,3538.83677,354,6374.08452,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.3333333333333333,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.01994059514625615,no,no,3225,0
NCT03745053:26597771,0,0,0,NCT03745053,26597771,0.09689158751116735,0.0,-0.5,118,2445.06297,214,4514.59854,0.285332373297017,,-0.5,1,0.0,0,0.0,-0.5,0,0.5,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.019932762973541115,no,no,3226,0
NCT03745053:18389330,0,0,0,NCT03745053,18389330,0.09689158751116735,0.0,-0.5,209,3637.94645,369,6531.92371,0.285332373297017,,-0.5,1,1.0588235294117647,0,0.0,-0.5,0,0.0,-0.5,0.0,-0.5,-0.5,,0.0,0,0,0.0,0.236849605005533,0.019903463806980673,no,no,3227,0
